Driver,session_id,season,Avg_Lap_Time,Avg_Sector_1_Time,Avg_Sector_2_Time,Avg_Sector_3_Time,Avg_Speed,Max_Speed,Avg_Throttle,Max_Throttle,Avg_RPM,DRS_Activations,GearChanges,Quali_Position,Avg_AirTemp,Avg_Humidity,Avg_Pressure,Rainfall,Avg_TrackTemp,Avg_WindSpeed,Final_Race_Position,Team_Ferrari,Team_Haas F1 Team,Team_McLaren,Team_Mercedes,Team_Red Bull Racing,Team_Williams,Team_Racing Bulls,Team_Kick Sauber,Team_Alpine,Team_Aston Martin
44,2019_2,2019,105.722727,32.752181,46.831333,27.507466,61.870708734366154,325.0,52.49652581193062,104.0,3445.981522466416,118558,9,3.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,1.0,False,False,False,True,False,False,False,False,False,False
77,2019_2,2019,104.067,32.6393,45.130466,26.787866,61.92099438982964,324.0,72.47871738123423,104.0,3640.601832312522,159142,9,4.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,2.0,False,False,False,True,False,False,False,False,False,False
33,2019_2,2019,97.752142,31.90425,44.823583,25.76009,49.26650882701117,321.0,69.10937258736939,104.0,2823.259611920326,157798,9,5.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,4.0,False,False,False,False,True,False,False,False,False,False
20,2019_2,2019,102.2517,32.0233,46.372866,28.045466,61.74805702815379,322.0,74.75845385763549,104.0,3963.7811004169025,158682,9,6.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,13.0,False,True,False,False,False,False,False,False,False,False
55,2019_2,2019,102.615545,31.289909,47.070941,30.128294,69.82989345823253,324.0,43.62900818364301,104.0,4053.291111225488,119388,9,7.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,19.0,False,False,True,False,False,False,False,False,False,False
8,2019_2,2019,104.015272,31.477909,47.01847,29.637,70.06284420196613,324.0,70.7604611662978,104.0,4309.411395336868,159186,9,8.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,20.0,False,True,False,False,False,False,False,False,False,False
7,2019_2,2019,101.081833,31.893416,44.211166,28.202166,74.01667610273303,327.0,43.17216531988265,104.0,4319.6104277111535,120130,9,9.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,7.0,False,False,False,False,False,False,False,True,False,False
4,2019_2,2019,103.684583,31.45075,46.298777,29.071388,73.97580935714653,330.0,61.3943074785115,104.0,4557.252200319111,153518,9,10.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,6.0,False,False,True,False,False,False,False,False,False,False
3,2019_2,2019,104.006625,32.692375,47.755083,29.09125,49.399917648875395,329.0,56.30063307427042,104.0,3025.681301147769,157356,9,11.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,18.0,False,False,False,False,False,False,False,False,True,False
23,2019_2,2019,101.0647,31.9042,44.2858,28.1554,61.75747593803078,326.0,59.861958927376605,104.0,3698.996551546657,129276,9,12.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,9.0,False,False,False,False,False,False,True,False,False,False
10,2019_2,2019,100.935625,31.609875,45.772916,29.028416,49.41849812136497,322.0,72.59977353440733,104.0,2993.5821709815223,157670,9,13.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,8.0,False,False,False,False,True,False,False,False,False,False
11,2019_2,2019,100.675625,31.851,47.77725,28.649583,49.48319522363477,326.0,55.48412167378661,104.0,3005.4340933655876,116552,9,14.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,10.0,False,False,False,False,False,False,False,False,False,True
26,2019_2,2019,100.291,31.732166,44.8555,26.3846,41.221730403005814,325.0,87.31952236347728,104.0,2534.2518915023934,117434,9,15.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,12.0,False,False,False,False,False,False,True,False,False,False
99,2019_2,2019,101.47075,32.71475,46.508333,27.549666,24.767872767512483,328.0,63.77312265170621,104.0,1529.4627618508416,117244,9,16.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,11.0,False,False,False,False,False,False,False,True,False,False
27,2019_2,2019,101.0675,32.7565,45.467666,28.545,24.67594832466931,325.0,58.214061454526735,104.0,1405.7545421792167,125508,9,17.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,17.0,False,False,False,False,False,False,False,False,True,False
18,2019_2,2019,100.09025,31.9845,46.053333,29.768,24.700859539863092,328.0,62.85845900458078,104.0,1591.798857378146,116642,9,18.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,14.0,False,False,False,False,False,False,False,False,False,True
63,2019_2,2019,100.3926,31.3448,44.853375,27.638875,32.873848370991816,326.0,89.22497297853724,104.0,2192.5695094961143,90296,9,19.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,15.0,False,False,False,False,False,True,False,False,False,False
88,2019_2,2019,100.8736,31.3356,44.67025,27.975375,32.92542076277729,323.0,69.19640743218899,104.0,1954.8645324000208,97410,9,20.0,25.088461538461537,53.83205128205129,1010.248717948718,0.0256410256410256,28.982051282051287,1.5307692307692309,16.0,False,False,False,False,False,True,False,False,False,False
77,2019_3,2019,107.5048,26.6415,33.737,51.739333,62.25879577392553,323.0,67.99774335829316,104.0,3713.793106985331,157942,9,1.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,2.0,False,False,False,True,False,False,False,False,False,False
44,2019_3,2019,107.7746,27.0649,33.605066,50.129933,62.29690224638424,321.0,76.36342188942456,104.0,3485.7413068006977,162907,9,2.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,1.0,False,False,False,True,False,False,False,False,False,False
5,2019_3,2019,106.092818,26.635909,32.381687,50.662687,66.1490409272746,329.0,56.76807877731049,104.0,4082.2369473792182,146070,9,3.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,3.0,True,False,False,False,False,False,False,False,False,False
16,2019_3,2019,107.234909,26.754454,33.610437,50.189062,65.97215098984512,328.0,71.11016514514309,104.0,4107.4616370909835,160088,9,4.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,5.0,True,False,False,False,False,False,False,False,False,False
33,2019_3,2019,109.023666,27.253666,34.296071,52.168785,57.68509590727254,321.0,59.587598728074674,104.0,3482.3937839778437,160792,9,5.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,4.0,False,False,False,False,True,False,False,False,False,False
10,2019_3,2019,109.742444,27.836,35.791857,51.2985,57.73048517796697,321.0,56.1158067494102,104.0,3476.6643245461073,162098,9,6.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,6.0,False,False,False,False,True,False,False,False,False,False
3,2019_3,2019,107.401916,27.925916,34.215111,52.116055,74.2016104215817,327.0,44.525643655759566,104.0,4649.715252846446,158548,9,7.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,7.0,False,False,False,False,False,False,False,False,True,False
27,2019_3,2019,109.1545,27.2593,34.168,52.477066,61.829213252641296,323.0,37.71320135398502,104.0,3645.0191301671966,161275,9,8.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,20.0,False,False,False,False,False,False,False,False,True,False
20,2019_3,2019,112.2707,28.2327,34.743937,53.356687,66.12739768181352,326.0,62.616217047902346,104.0,4562.0271309877935,163397,9,9.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,13.0,False,True,False,False,False,False,False,False,False,False
8,2019_3,2019,113.019888,27.997888,35.198733,54.4744,62.06441686326803,326.0,60.35408759872807,104.0,4069.753872192019,157902,9,10.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,11.0,False,True,False,False,False,False,False,False,False,False
26,2019_3,2019,106.40875,27.065875,33.867,50.88625,49.54133757308442,325.0,54.30618524976921,104.0,3071.2819776387323,120124,9,11.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,19.0,False,False,False,False,False,False,True,False,False,False
11,2019_3,2019,107.242,26.9925,34.374833,52.541166,49.681146784285566,326.0,54.23997333059801,104.0,2985.1962252538724,115778,9,12.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,8.0,False,False,False,False,False,False,False,False,False,True
7,2019_3,2019,108.53275,27.491125,33.784833,50.507833,49.599394809724075,324.0,51.62406400656477,104.0,3011.3100830854446,121200,9,13.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,9.0,False,False,False,False,False,False,False,True,False,False
55,2019_3,2019,108.545625,27.306125,34.575166,51.63025,49.59226587342292,322.0,53.69278900400041,104.0,2946.421273976818,117072,9,14.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,14.0,False,False,True,False,False,False,False,False,False,False
4,2019_3,2019,107.47275,26.41175,33.613416,52.46775,49.531644271207306,323.0,53.95543132628987,104.0,2966.5934967688995,118414,9,15.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,18.0,False,False,True,False,False,False,False,False,False,False
18,2019_3,2019,103.4455,26.55025,33.634,51.724333,24.784080418504463,322.0,62.493896809929225,104.0,1684.911272951072,115454,9,16.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,12.0,False,False,False,False,False,False,False,False,False,True
63,2019_3,2019,106.713666,26.826666,32.064222,50.643444,37.16770950866755,323.0,64.85249769207098,104.0,2370.927018155708,64078,9,17.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,16.0,False,False,False,False,False,True,False,False,False,False
88,2019_3,2019,104.652,26.857666,32.155666,48.08,37.14304031182685,317.0,65.49476869422504,104.0,2423.2143296748386,59754,9,18.0,20.570886075949367,48.42025316455696,1015.7835443037976,0.0,33.96455696202532,1.2430379746835445,17.0,False,False,False,False,False,True,False,False,False,False
77,2019_4,2019,111.195538,39.304066,47.007052,27.536333,54.68781250958618,333.0,82.50219331881345,104.0,3130.5666738243503,269037,9,1.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,1.0,False,False,False,True,False,False,False,False,False,False
44,2019_4,2019,113.043857,40.2505,47.2015,27.77,57.90432221847296,332.0,81.72747630295407,104.0,3217.3847357280897,276153,88,2.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,2.0,False,False,False,True,False,False,False,False,False,False
5,2019_4,2019,112.829687,39.861833,47.428363,27.265952,62.77839811037149,338.0,71.76125034510261,104.0,3754.5532071535936,258416,9,3.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,3.0,True,False,False,False,False,False,False,False,False,False
33,2019_4,2019,113.2407,39.887636,46.475571,27.717071,41.52492407742569,333.0,72.99825148010675,104.0,2516.4360869965335,281691,9,4.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,4.0,False,False,False,False,True,False,False,False,False,False
11,2019_4,2019,112.478363,41.268916,46.264764,28.398941,46.31951900365042,350.0,75.32749470842664,104.0,2637.7671707721097,240547,9,5.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,6.0,False,False,False,False,False,False,False,False,False,True
26,2019_4,2019,114.675411,38.893444,46.676272,29.293909,62.51154943403172,339.0,69.87772631062303,104.0,3556.5201693303475,250196,9,6.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,19.0,False,False,False,False,False,False,True,False,False,False
4,2019_4,2019,116.04147,39.370823,47.051478,29.629956,62.58007914353201,332.0,70.05938832479524,104.0,3608.167305745575,244706,9,7.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,8.0,False,False,True,False,False,False,False,False,False,False
99,2019_4,2019,116.150285,39.827,47.01665,29.4588,57.24365778091352,346.0,70.05564587870794,104.0,3273.173011442069,253954,9,8.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,12.0,False,False,False,False,False,False,False,True,False,False
16,2019_4,2019,111.824375,39.101555,47.975909,26.4974,28.491610172091168,336.0,92.63118500567502,104.0,1986.750851253106,281596,9,9.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,5.0,True,False,False,False,False,False,False,False,False,False
55,2019_4,2019,115.48,38.868923,47.144588,28.687937,46.29007024755361,331.0,88.79290775790669,104.0,2547.089143838768,278404,9,10.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,7.0,False,False,True,False,False,False,False,False,False,False
3,2019_4,2019,110.6641,39.965636,46.6612,28.468533,40.883953495506,338.0,70.42660817816497,104.0,2330.771741464462,273564,9,11.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,20.0,False,False,False,False,False,False,False,False,True,False
23,2019_4,2019,115.248769,39.407214,47.358352,29.318235,49.056995613362375,342.0,75.166385471947,104.0,2795.081996380257,248999,9,12.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,11.0,False,False,False,False,False,False,True,False,False,False
20,2019_4,2019,117.43975,40.429083,47.740937,29.068812,43.6847756066137,340.0,85.20169330347557,104.0,2827.740758918985,274863,9,13.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,13.0,False,True,False,False,False,False,False,False,False,False
18,2019_4,2019,109.1508,41.2695,46.06125,28.53275,21.749532194239087,335.0,82.12423693978343,104.0,1594.121660173625,255133,9,14.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,9.0,False,False,False,False,False,False,False,False,False,True
8,2019_4,2019,111.112285,41.379625,47.5537,27.8328,27.260314733580785,348.0,92.21203104389706,104.0,1565.3172796711556,274012,9,15.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,18.0,False,True,False,False,False,False,False,False,False,False
27,2019_4,2019,120.8898,44.924,50.806625,29.78275,21.74094297371085,335.0,82.53016963710543,104.0,1204.4850455535443,280919,51,16.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,14.0,False,False,False,False,False,False,False,False,True,False
63,2019_4,2019,115.825857,38.899428,46.829333,30.608444,24.471210773336605,333.0,92.7571091137765,104.0,1952.2469707659743,131493,9,17.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,15.0,False,False,False,False,False,True,False,False,False,False
88,2019_4,2019,118.5628,40.9845,49.627428,27.798285,20.21411699745391,333.0,73.46863400717814,104.0,1134.7918647811282,130802,9,18.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,16.0,False,False,False,False,False,True,False,False,False,False
7,2019_4,2019,116.226857,39.994571,47.38775,29.6855,57.229117457590725,345.0,69.31792386269518,104.0,3292.329549986196,253846,9,19.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,10.0,False,False,False,False,False,False,False,True,False,False
10,2019_4,2019,118.60975,42.77375,48.0938,27.652,13.617258198104237,342.0,84.74183257155127,104.0,886.7019233718826,279753,9,20.0,15.898484848484848,72.20000000000002,1023.3598484848484,0.0,31.92575757575757,1.062121212121212,17.0,False,False,False,False,True,False,False,False,False,False
77,2019_5,2019,89.148272,24.1645,33.546722,33.840294,65.04403460601979,322.0,71.60923172563851,104.0,3858.5722426565817,157050,9,1.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,2.0,False,False,False,True,False,False,False,False,False,False
44,2019_5,2019,92.751181,25.628833,34.431647,34.406062,61.03538310107237,322.0,76.21001916800498,104.0,3496.6356524892503,156762,9,2.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,1.0,False,False,False,True,False,False,False,False,False,False
5,2019_5,2019,94.945538,27.777769,33.742882,33.213705,60.77723669895871,327.0,62.58172304823084,104.0,3618.6095943635705,140152,9,3.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,4.0,True,False,False,False,False,False,False,False,False,False
33,2019_5,2019,88.574571,26.210375,34.163,32.711818,42.872714085893385,319.0,62.70615966430088,104.0,2681.764958814692,156606,9,4.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,3.0,False,False,False,False,True,False,False,False,False,False
16,2019_5,2019,95.887214,28.341,34.593631,33.073055,67.76174687872351,327.0,68.37465678910014,104.0,4248.080971869657,148032,9,5.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,5.0,True,False,False,False,False,False,False,False,False,False
10,2019_5,2019,88.80009,25.3085,34.070294,32.420125,60.70481272341087,320.0,67.53162720820598,104.0,3591.788271253173,157512,9,6.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,6.0,False,False,False,False,True,False,False,False,False,False
8,2019_5,2019,89.006,23.4355,33.357812,34.4518,57.109309433766775,322.0,68.94575972646739,104.0,3596.7593120240376,149192,9,7.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,10.0,False,True,False,False,False,False,False,False,False,False
20,2019_5,2019,90.632333,24.5401,32.9816,35.1885,53.63736206807232,322.0,68.45018908977879,104.0,3715.386313008341,149934,9,8.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,7.0,False,True,False,False,False,False,False,False,False,False
26,2019_5,2019,88.45023,24.525642,33.36565,33.155,71.1550536186085,325.0,71.70569341553126,104.0,4193.744288452572,155826,9,9.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,9.0,False,False,False,False,False,False,True,False,False,False
3,2019_5,2019,91.69525,24.464846,34.849842,34.442666,67.67834015438015,326.0,35.6782883489613,104.0,4046.2989172667462,126760,9,10.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,12.0,False,False,False,False,False,False,False,False,True,False
4,2019_5,2019,90.9363,23.8468,33.649857,35.344142,49.66487074547998,324.0,55.8448427705538,104.0,2937.0324301921983,118088,9,11.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,20.0,False,False,True,False,False,False,False,False,False,False
23,2019_5,2019,88.7876,24.9126,33.132071,32.178285,49.69445163964151,324.0,58.088690877065744,104.0,2927.193855877325,117672,9,12.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,11.0,False,False,False,False,False,False,True,False,False,False
55,2019_5,2019,92.51875,24.588375,33.603416,35.979333,42.57058488317878,326.0,84.37823136300057,104.0,2451.5657151738073,156224,9,13.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,8.0,False,False,True,False,False,False,False,False,False,False
7,2019_5,2019,91.9689,25.3468,34.986642,32.799785,49.72372170128995,326.0,55.84416930010879,104.0,3008.5802206910844,121376,9,14.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,14.0,False,False,False,False,False,False,False,True,False,False
11,2019_5,2019,86.739,24.307625,32.874083,32.522636,42.43159094441278,326.0,57.55032896440968,104.0,2439.14780085997,111734,9,15.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,15.0,False,False,False,False,False,False,False,False,False,True
27,2019_5,2019,90.1325,24.9292,41.708285,32.659571,24.868051598197173,321.0,58.040511837538205,104.0,1430.0161114852613,86373,43,16.0,21.070129870129865,58.271428571428565,1004.5961038961036,0.0,33.800000000000004,2.198701298701299,13.0,False,False,False,False,False,False,False,False,True,False
