session_id,season,Avg_AirTemp,Avg_Humidity,Avg_Pressure,Rainfall,Avg_TrackTemp,Avg_WindSpeed
2019_20,2019,20.682051282051283,66.54871794871795,922.6730769230772,0.0,33.88974358974359,1.3897435897435897
2019_21,2019,25.946835443037976,64.22025316455696,1016.5670886075948,0.0,30.377215189873414,1.5354430379746835
2020_1,2020,24.590666666666664,34.66,940.6559999999996,0.0,49.92666666666666,1.382666666666667
2020_2,2020,14.8390243902439,89.77154471544716,942.539024390244,1.0,19.91138211382114,1.3121951219512198
2020_3,2020,18.78311688311688,71.4987012987013,987.846753246753,0.0,27.254545454545447,1.31038961038961
2020_4,2020,22.497647058823528,54.38705882352941,997.7188235294116,0.0,38.93764705882353,3.967058823529411
2020_5,2020,26.2051282051282,53.35641025641026,1003.5205128205124,0.0,41.7974358974359,3.6025641025641018
2020_6,2020,30.802564102564112,55.72820512820514,998.4576923076924,0.0,48.96666666666667,2.006410256410256
2020_7,2020,16.449367088607595,62.84430379746833,957.7670886075946,0.0,24.57974683544304,1.1784810126582277
2020_8,2020,29.167105263157893,43.59736842105263,995.7368421052632,0.0,45.32236842105263,1.4144736842105263
2020_9,2020,29.36233766233766,40.42987012987013,987.896103896104,0.0,45.14935064935064,2.7285714285714286
2020_10,2020,25.819101123595505,56.73370786516854,1009.5910112359552,0.0,32.92247191011236,2.0157303370786517
2020_11,2020,9.396,56.54266666666666,949.1546666666668,0.0,18.165333333333333,2.654666666666667
2020_12,2020,21.303703703703697,48.75833333333335,1013.6740740740744,0.0,35.37870370370371,1.4259259259259265
2020_13,2020,19.251948051948055,65.52077922077922,1018.1675324675326,0.0,25.198701298701295,1.4025974025974026
2020_14,2020,12.1375,89.85468750000001,1007.915625,0.1953125,13.50234375,0.71484375
2020_15,2020,26.25232558139536,56.71860465116279,1016.1011627906976,0.0,27.89883720930232,0.6651162790697674
2020_16,2020,24.01428571428571,77.4012987012987,1012.0207792207796,0.0,26.928571428571427,0.6272727272727272
2020_17,2020,23.39240506329114,61.5721518987342,1016.2860759493668,0.0,28.81645569620253,1.6924050632911392
2021_1,2021,29.060256410256414,46.5448717948718,1009.6499999999996,0.0,33.843589743589746,0.9666666666666668
2021_2,2021,13.685227272727271,41.97613636363637,1010.3125,0.0,26.889772727272728,0.4352272727272727
2021_3,2021,18.10128205128205,41.70769230769232,1005.6076923076922,0.0,37.18076923076923,0.7628205128205128
2021_4,2021,25.077272727272728,47.603409090909096,1002.4534090909092,0.0,44.58977272727272,0.553409090909091
2021_5,2021,18.744871794871795,72.33461538461538,1013.0269230769228,0.0,32.7474358974359,0.2205128205128205
2021_6,2021,26.034343434343427,47.55555555555556,1013.3222222222222,0.0,47.27070707070706,0.2919191919191919
2021_7,2021,29.297727272727276,44.98863636363637,966.5556818181816,0.0,44.32386363636363,0.3670454545454545
2021_8,2021,25.791025641025637,28.465384615384615,938.6371794871789,0.0,53.85769230769232,0.258974358974359
2021_9,2021,25.61818181818182,27.205194805194807,936.3272727272732,0.0,51.72077922077922,0.3259740259740259
2021_10,2021,24.9275,54.36999999999999,1009.8149999999998,0.0,38.82,0.6199999999999999
2021_11,2021,29.255172413793115,46.57126436781609,982.7057471264368,0.0,59.23908045977013,0.6413793103448275
2021_12,2021,14.323880597014924,93.01268656716418,970.8738805970148,0.3656716417910448,17.588059701492536,0.5
2021_13,2021,19.08659793814433,62.097938144329895,1018.8979381443298,0.0,35.22371134020619,0.6268041237113402
2021_14,2021,25.41794871794872,43.46153846153847,995.2089743589746,0.0,31.999999999999993,0.2076923076923076
2021_15,2021,14.039240506329111,77.8493670886076,1015.7886075949368,0.1772151898734177,16.437974683544308,0.4379746835443037
2021_16,2021,18.416000000000004,81.47866666666667,1004.596,0.2133333333333333,22.661333333333335,0.396
2021_17,2021,29.61898734177214,55.27088607594936,991.7721518987344,0.0126582278481012,36.684810126582285,1.0974683544303798
2021_18,2021,21.64134615384615,20.068269230769236,783.5153846153846,0.0,45.03173076923077,0.3807692307692307
2021_19,2021,15.702564102564104,80.18589743589743,930.3538461538456,0.0,24.988461538461532,0.464102564102564
2021_20,2021,25.93846153846153,66.62692307692308,1009.6025641025636,0.0,29.239743589743593,0.1974358974358974
2021_21,2021,28.15384615384615,72.06025641025644,1013.7435897435894,0.0,30.857692307692307,0.6371794871794874
2021_22,2021,25.12962962962963,57.35802469135801,1018.630864197531,0.0,29.17283950617284,0.3160493827160494
2022_1,2022,19.43589743589745,55.6025641025641,1013.682051282051,0.0,25.403846153846157,0.4961538461538461
2022_2,2022,23.48041958041958,58.68531468531469,1014.3426573426572,0.0,25.364335664335663,2.9923076923076923
2022_3,2022,23.237837837837834,57.65765765765766,1017.3486486486486,0.0,29.152252252252257,1.1846846846846846
2022_4,2022,12.439823008849556,86.4424778761062,997.7274336283184,0.2920353982300885,14.312389380530972,2.1858407079646014
2022_5,2022,33.21,39.3875,1008.54,0.0,51.20875000000001,1.7012500000000004
2022_6,2022,34.67051282051281,18.76923076923077,1003.3717948717944,0.0,47.19871794871794,3.0243589743589743
2022_7,2022,26.712345679012348,46.148148148148145,1003.7012345679012,0.0,48.44444444444445,0.8061728395061726
2022_8,2022,24.82477876106195,68.23893805309734,1015.6194690265488,0.0,35.17522123893806,0.8424778761061946
2022_9,2022,13.494444444444444,76.3,1006.9466666666664,0.5111111111111111,18.123333333333335,1.9355555555555557
2022_10,2022,14.903797468354432,86.34177215189874,999.7151898734172,0.6455696202531646,20.853164556962028,2.817721518987341
2022_11,2022,19.0010101010101,34.43434343434343,946.323232323232,0.0,35.94949494949495,1.508080808080808
2022_12,2022,30.514285714285727,45.22077922077922,967.8142857142856,0.0,54.812987012987016,1.884415584415584
2022_13,2022,22.202564102564104,71.08974358974359,984.3371794871792,0.0,29.80512820512821,2.7230769230769227
2022_14,2022,15.206666666666669,84.80952380952381,969.037142857143,0.0,20.7,1.333333333333333
2022_15,2022,26.923809523809517,30.27380952380953,1010.0369047619045,0.0,39.05952380952381,1.4595238095238094
2022_16,2022,27.60769230769231,34.705128205128204,990.775641025641,0.0,40.264102564102565,1.0397435897435896
2022_17,2022,26.847500000000004,81.4125,1009.14375,0.0,27.78375,0.7074999999999999
2022_18,2022,19.89610389610389,57.467532467532465,1014.7246753246752,0.0,26.4974025974026,2.644155844155844
2022_19,2022,30.040506329113935,36.81012658227848,991.09746835443,0.0,35.86835443037976,5.006329113924051
2022_20,2022,25.62948717948718,36.26923076923077,782.580769230769,0.0,48.52820512820512,1.2564102564102562
2022_21,2022,19.164197530864197,93.58024691358024,924.4481481481482,0.3333333333333333,26.713580246913576,1.1358024691358024
2022_22,2022,28.763013698630136,69.71232876712328,1014.7136986301372,0.0,33.94246575342466,1.6356164383561642
2023_1,2023,23.879999999999995,21.652631578947368,1017.6410526315788,0.0,28.08526315789472,0.6073684210526317
2023_2,2023,27.02375,44.7375,1010.48,0.0,31.66625,1.5475
2023_3,2023,15.20421052631579,53.4,1018.9305263157892,0.0421052631578947,22.71263157894737,1.3221052631578945
2023_4,2023,19.461320754716983,80.62264150943396,1011.6528301886792,0.0,33.08584905660377,0.7952830188679244
2023_5,2023,28.64482758620689,59.206896551724135,1017.3977011494252,0.0,43.26666666666666,3.4379310344827574
2023_6,2023,25.586046511627902,34.66279069767442,1016.2406976744186,0.0,46.495348837209306,0.8081395348837208
2023_7,2023,20.853409090909093,71.94318181818181,1000.6363636363636,0.2045454545454545,24.940909090909088,1.8352272727272727
2023_8,2023,16.46629213483146,87.71910112359551,1004.9123595505616,0.3370786516853932,18.4561797752809,2.7842696629213477
2023_9,2023,26.70000000000001,41.576470588235296,930.5976470588234,0.0,39.60941176470588,0.8411764705882353
2023_10,2023,21.29787234042553,78.3936170212766,999.396808510638,0.2340425531914893,22.926595744680856,2.6723404255319143
2023_11,2023,26.258974358974363,34.5,987.3423076923076,0.0,43.86282051282052,2.1743589743589737
2023_12,2023,19.25157894736842,88.67368421052632,961.5884210526316,0.0105263157894736,23.644210526315774,1.0652631578947365
2023_13,2023,17.963,77.91,1009.4049999999996,0.15,22.432,2.303
2023_14,2023,28.179746835443048,40.848101265822784,998.9898734177212,0.0,39.42658227848101,1.2088607594936709
2023_15,2023,29.519090909090913,77.35454545454546,1009.78,0.0,34.15272727272727,1.7527272727272722
2023_16,2023,26.086956521739136,47.5,1009.3956521739128,0.0,36.55326086956522,3.529347826086956
2023_17,2023,31.416867469879527,55.80722891566265,1006.467469879518,0.0,34.3855421686747,3.3240963855421684
2023_18,2023,35.460759493670885,12.531645569620252,993.1050632911388,0.0,41.36582278481012,1.4392405063291138
2023_19,2023,25.802564102564105,27.102564102564106,780.2602564102565,0.0,44.11153846153847,1.4089743589743589
2023_20,2023,29.37906976744186,57.33720930232558,917.4872093023256,0.0232558139534883,38.333720930232566,2.409302325581395
2023_21,2023,15.127848101265824,61.063291139240505,942.2240506329111,0.0,16.88101265822785,0.7721518987341772
2023_22,2023,26.73333333333333,66.3076923076923,1014.4371794871792,0.0,31.84615384615385,1.5102564102564102
2024_1,2024,18.049350649350657,46.94805194805195,1019.0649350649353,0.0,21.51428571428572,1.9948051948051948
2024_2,2024,25.10638297872341,56.0531914893617,1014.804255319149,0.0,30.786170212765963,1.4734042553191489
2024_3,2024,18.742307692307687,53.58974358974359,1024.023076923077,0.02564102564102564,34.414102564102556,1.4794871794871793
2024_4,2024,17.53947368421053,58.10526315789474,1013.8407894736841,0.0,26.710526315789473,1.6302631578947366
2024_5,2024,22.094186046511627,55.43023255813954,1007.4499999999999,0.0,33.88837209302326,1.6569767441860468
2024_6,2024,29.06363636363637,54.87012987012987,1015.5207792207789,0.0,47.29480519480519,2.9428571428571426
2024_7,2024,24.188,43.25333333333333,1008.0146666666667,0.0,41.55866666666667,2.8986666666666663
2024_8,2024,21.242105263157892,60.85526315789474,1016.8657894736839,0.0,44.72631578947369,1.142105263157895
2024_9,2024,20.55384615384616,66.88461538461539,1000.7628205128207,0.1794871794871795,31.116666666666653,1.8564102564102563
2024_10,2024,24.089473684210525,68.35526315789474,1003.7065789473684,0.0,36.535526315789475,1.3618421052631582
2024_11,2024,31.32894736842105,37.69736842105263,938.5013157894733,0.0,46.107894736842105,1.335526315789474
2024_12,2024,13.69764705882353,74.38823529411765,987.349411764706,0.07058823529411765,21.21529411764706,1.7694117647058825
2024_13,2024,24.375238095238096,61.80952380952381,984.0123809523808,0.7619047619047619,30.31333333333333,0.9419047619047618
2024_14,2024,18.001265822784816,92.70886075949367,966.5139240506331,0.4177215189873418,22.02278481012658,1.1481012658227847
2024_15,2024,24.481012658227854,66.32911392405063,1002.445569620253,0.0,30.14050632911392,4.1379746835443045
2024_16,2024,33.44556962025317,36.835443037974684,995.8670886075955,0.0,48.73037974683544,1.3708860759493673
2024_17,2024,27.024358974358975,36.51282051282051,1016.1615384615382,0.0,36.74871794871795,1.4166666666666667
2024_18,2024,29.43333333333332,79.03225806451613,1007.5903225806454,0.0,31.96344086021505,1.3580645161290321
2024_19,2024,28.561333333333327,38.653333333333336,1005.4373333333332,0.0,38.217333333333336,2.225333333333334
2024_20,2024,21.962962962962962,40.53086419753087,784.7111111111112,0.0,39.41234567901235,1.4320987654320987
2024_21,2024,20.271962616822428,93.35514018691589,927.6383177570091,0.8130841121495327,23.379439252336446,0.5803738317757009
2024_22,2024,11.834693877551018,26.755102040816325,941.3316326530612,0.0,14.06530612244898,0.6734693877551022
2024_23,2024,18.807692307692307,59.52564102564103,1017.724358974359,0.0,21.72051282051282,2.115384615384615
2024_24,2024,25.811111111111103,65.79012345679013,1017.3358024691357,0.0,29.672839506172846,1.474074074074074
