Driver,session_id,season,Avg_Lap_Time,Avg_Sector_1_Time,Avg_Sector_2_Time,Avg_Sector_3_Time
4,2019_11,2019,89.811142,18.735,42.796333,29.729666
23,2019_11,2019,91.848166,19.057428,45.633111,34.096375
63,2019_11,2019,86.883875,19.01925,41.66809,29.951636
88,2019_11,2019,89.843875,18.636625,40.831545,32.400363
5,2019_11,2019,,,57.411,35.222
33,2019_12,2019,87.7151,31.9695,33.255,25.824666
77,2019_12,2019,90.325,31.851692,33.233,27.233
44,2019_12,2019,92.9655,32.831875,34.217666,27.658857
16,2019_12,2019,87.149363,30.671,32.513,27.101941
5,2019_12,2019,86.044166,31.120538,31.870388,26.879294
10,2019_12,2019,88.959384,31.948642,34.095842,26.577333
4,2019_12,2019,86.481909,30.681083,33.577388,27.899823
