Driver,session_id,season,Avg_Lap_Time,Avg_Sector_1_Time,Avg_Sector_2_Time,Avg_Sector_3_Time
10,2020_3,2020,94.287,32.9444,34.975857,28.88
3,2020_3,2020,86.7507,30.7253,31.594428,28.028
63,2020_3,2020,86.7569,30.2146,31.668785,28.208785
23,2020_3,2020,88.763416,31.695083,32.4535,27.841187
31,2020_3,2020,86.1069,30.1002,31.147642,27.6015
6,2020_3,2020,91.45,30.6521,32.479785,31.715857
20,2020_3,2020,84.624166,29.524166,30.854777,28.568
26,2020_3,2020,84.863166,30.101666,31.324888,29.870333
8,2020_3,2020,85.2372,29.7918,31.497625,31.758125
99,2020_3,2020,97.154454,37.066272,32.819583,28.07175
7,2020_3,2020,91.487,34.127909,31.141416,27.19575
44,2020_4,2020,96.395076,31.027066,42.932095,29.384476
77,2020_4,2020,99.236272,32.145,42.738375,31.957625
33,2020_4,2020,96.673333,31.0703,41.890571,29.0175
16,2020_4,2020,98.804,31.0197,43.705333,30.2898
4,2020_4,2020,100.712384,31.371928,42.84421,31.190473
18,2020_4,2020,97.871692,30.393357,41.51521,28.853894
55,2020_4,2020,99.253384,30.8185,42.724444,30.230555
3,2020_4,2020,98.743583,30.376076,41.183684,29.955111
31,2020_4,2020,97.507769,30.27323,41.540105,29.083157
5,2020_4,2020,99.331307,30.847461,43.382368,31.15121
10,2020_4,2020,102.436375,33.04025,43.143,28.412818
23,2020_4,2020,99.053714,33.02225,41.5412,28.5114
27,2020_4,2020,99.194333,31.529,41.5445,28.69
26,2020_4,2020,99.01075,32.561375,41.538636,27.313363
63,2020_4,2020,102.194,31.9095,41.824461,31.040846
20,2020_4,2020,94.265666,30.354666,39.848222,28.752333
99,2020_4,2020,95.527166,30.083166,40.343444,28.628666
7,2020_4,2020,98.846666,32.281333,40.700555,28.016777
8,2020_4,2020,94.2105,29.771333,40.509888,28.456777
6,2020_4,2020,111.3958,30.8472,49.350428,30.049142
77,2020_5,2020,99.478615,31.299285,45.31085,30.907947
44,2020_5,2020,98.271461,30.450357,45.0726,29.239736
27,2020_5,2020,101.5685,32.37423,45.636111,30.138882
33,2020_5,2020,95.147428,31.063875,45.06825,28.543818
3,2020_5,2020,99.484375,32.574111,44.336142,30.030692
18,2020_5,2020,95.265909,30.322416,46.132277,30.148823
10,2020_5,2020,98.108727,32.1105,44.075444,29.483647
16,2020_5,2020,95.303,32.961909,45.553,30.475133
23,2020_5,2020,99.276,32.552166,45.957111,30.721176
4,2020_5,2020,98.365181,31.291166,43.9395,29.005176
31,2020_5,2020,97.4495,31.231,42.874666,28.99
5,2020_5,2020,99.116555,31.8904,46.338,32.302857
55,2020_5,2020,99.48675,32.048875,44.657916,29.901333
8,2020_5,2020,100.450181,32.132454,44.134875,29.100562
63,2020_5,2020,106.469125,32.6785,46.100818,31.203636
26,2020_5,2020,99.13225,31.11075,44.776333,29.186333
20,2020_5,2020,96.697,30.518166,44.735666,28.560111
6,2020_5,2020,103.81575,31.98575,46.372333,31.209333
99,2020_5,2020,104.207,33.39725,46.507166,28.8565
7,2020_5,2020,102.7595,35.656,43.993166,28.4345
44,2020_6,2020,85.937777,24.1282,37.249533,36.6
77,2020_6,2020,89.106,25.9951,36.084066,34.321428
33,2020_6,2020,90.162777,25.1563,35.9616,36.784214
11,2020_6,2020,88.745888,23.8468,38.355533,38.761071
18,2020_6,2020,84.845666,22.966,36.688466,33.718538
23,2020_6,2020,89.880909,26.586833,36.161555,34.446588
55,2020_6,2020,88.3435,24.155545,35.130529,38.009062
4,2020_6,2020,87.712818,24.579333,36.351666,34.951647
16,2020_6,2020,87.440818,25.760916,34.6685,34.154235
10,2020_6,2020,90.058363,25.092666,35.008555,36.180647
5,2020_6,2020,88.59525,24.58575,36.099333,36.482416
26,2020_6,2020,88.529875,24.374375,35.3165,37.00925
3,2020_6,2020,91.997125,24.582625,35.911083,36.55925
7,2020_6,2020,91.4085,25.037875,34.30525,35.408666
31,2020_6,2020,88.733125,24.22675,35.571,35.04725
20,2020_6,2020,88.40575,23.976,36.274666,39.572333
8,2020_6,2020,88.38975,25.132,35.493,37.973166
63,2020_6,2020,89.2595,25.107333,35.603777,34.802444
6,2020_6,2020,95.5865,26.409,37.294,35.833666
99,2020_6,2020,91.8455,24.2635,36.301166,35.8815
44,2020_7,2020,114.754666,34.2497,54.352733,34.697428
77,2020_7,2020,113.677666,33.515636,54.808529,41.126062
33,2020_7,2020,112.4343,34.312833,53.522882,35.189125
3,2020_7,2020,118.347333,33.288571,57.343545,40.5436
23,2020_7,2020,114.6935,34.6172,55.0488,39.183571
31,2020_7,2020,115.187333,33.3997,57.345666,37.733214
55,2020_7,2020,118.352888,33.9766,56.392066,38.441642
11,2020_7,2020,120.0755,32.9393,56.077133,38.162533
18,2020_7,2020,118.0999,32.3361,54.870933,39.057933
4,2020_7,2020,114.610444,33.795636,55.250117,41.56875
26,2020_7,2020,117.411,33.580125,54.4115,40.670333
10,2020_7,2020,119.47625,33.904,55.935,36.204416
16,2020_7,2020,114.546571,34.458375,54.046,39.316833
5,2020_7,2020,118.8935,33.657125,55.37525,38.825083
63,2020_7,2020,118.465714,33.148857,55.251636,37.229454
7,2020_7,2020,117.75125,33.874,56.704333,39.275833
8,2020_7,2020,114.547,32.87475,52.467833,42.612
99,2020_7,2020,112.061,33.3245,56.621333,39.5722
6,2020_7,2020,120.67025,34.0965,58.4205,41.8715
20,2020_7,2020,117.8932,32.261,52.35375,36.013428
44,2020_8,2020,93.23625,29.735083,32.320111,33.875333
77,2020_8,2020,91.741181,30.179166,32.412277,32.585
55,2020_8,2020,91.38,29.523,31.726687,33.3118
11,2020_8,2020,90.675545,29.1825,31.619411,33.780187
33,2020_8,2020,90.202636,29.492333,31.565647,34.00425
4,2020_8,2020,91.887272,29.477,31.819888,34.319941
3,2020_8,2020,93.241333,28.6316,32.231812,35.7928
18,2020_8,2020,90.720166,28.577384,31.537157,34.142388
23,2020_8,2020,92.56525,30.104153,32.168263,34.515222
10,2020_8,2020,91.671923,29.8875,31.50425,34.030894
26,2020_8,2020,91.8573,29.7478,31.302428,34.860928
31,2020_8,2020,93.12075,28.842624999999998,31.732,35.852916
16,2020_8,2020,95.8977,30.2521,31.988733,35.6914
7,2020_8,2020,92.284333,29.188888,30.699428,34.318
20,2020_8,2020,91.865111,28.421777,31.268071,35.459214
8,2020_8,2020,90.0126,28.2856,30.471875,34.473125
5,2020_8,2020,90.601,29.400333,31.1116,33.6992
99,2020_8,2020,91.787333,29.337166,31.042444,33.616888
63,2020_8,2020,90.176,28.8348,30.898142,32.476428
6,2020_8,2020,92.379666,29.794333,30.881,33.141
44,2020_9,2020,102.21075,40.1115,29.774714,32.660888
77,2020_9,2020,111.301,38.569272,30.708272,38.185285
33,2020_9,2020,98.91975,36.7915,28.83025,32.3255
23,2020_9,2020,97.963,39.639285,29.852928,40.990888
16,2020_9,2020,99.648727,38.066333,29.075388,37.51975
11,2020_9,2020,98.0081,36.153312,28.842624999999998,36.489363
18,2020_9,2020,107.469,38.248357,29.885071,36.447777
3,2020_9,2020,106.123888,38.513928,29.507785,38.523333
55,2020_9,2020,99.380454,37.167705,28.013294,35.094909
31,2020_9,2020,99.478111,39.615071,27.539142,35.786666
4,2020_9,2020,99.810125,36.65125,27.665583,36.346125
26,2020_9,2020,99.827,35.866727,27.778909,35.917
7,2020_9,2020,97.388875,35.9055,27.6985,34.87525
5,2020_9,2020,98.73,37.336416,29.400583,38.546875
8,2020_9,2020,98.632875,35.30625,27.176166,35.58475
10,2020_9,2020,102.27275,37.757,28.944333,36.42575
99,2020_9,2020,99.343,37.1115,28.120833,33.8005
63,2020_9,2020,98.097,35.467555,27.662666,33.187666
6,2020_9,2020,98.774333,36.877,28.075333,34.959833
20,2020_9,2020,97.14175,36.372166,26.569833,34.187
44,2020_10,2020,102.5863,38.862846,38.804736,35.235588
33,2020_10,2020,102.39775,39.384142,38.48855,35.5
77,2020_10,2020,101.822777,36.695181,38.811666,37.534705
11,2020_10,2020,104.068142,39.280666,40.299266,38.133166
3,2020_10,2020,106.419888,39.407,38.1602,36.943214
55,2020_10,2020,104.927625,37.784666,38.800866,37.881076
31,2020_10,2020,106.65609,37.905666,38.844263,35.846388
4,2020_10,2020,105.6827,38.274181,38.670722,37.18147
10,2020_10,2020,109.236727,41.348384,39.7521,39.807315
23,2020_10,2020,106.2798,39.803083,39.75921,39.804882
16,2020_10,2020,109.07,38.2814,39.745222,37.537666
26,2020_10,2020,103.49775,39.279,39.208266,43.015866
18,2020_10,2020,105.8485,36.646714,40.6119,41.2591
63,2020_10,2020,108.944571,39.341571,40.321818,37.288
5,2020_10,2020,108.119166,38.883666,40.0667,40.6275
8,2020_10,2020,107.21425,40.8146,40.224,40.160285
99,2020_10,2020,106.82325,37.708,38.378833,37.1095
20,2020_10,2020,109.7696,39.033666,39.092875,45.232375
6,2020_10,2020,119.86,46.116666,41.9544,40.0526
7,2020_10,2020,118.141,46.824666,40.1022,43.4016
77,2020_11,2020,100.627785,31.316785,43.031894,27.454368
44,2020_11,2020,101.618153,32.022307,42.891111,27.091388
33,2020_11,2020,99.0519,31.4039,43.194066,27.1102
16,2020_11,2020,100.408769,31.853384,43.218277,27.712777
23,2020_11,2020,100.3171,30.9431,42.9772,29.653933
3,2020_11,2020,99.47175,31.54675,41.022944,28.543111
31,2020_11,2020,99.782857,31.1765,41.08385,28.5082
4,2020_11,2020,99.015,31.679,41.362611,27.108888
11,2020_11,2020,97.907833,30.941166,41.269823,27.438647
55,2020_11,2020,99.841714,31.729285,41.45825,28.18695
5,2020_11,2020,101.686333,32.557916,42.876812,27.962687
10,2020_11,2020,102.589666,33.100583,42.968687,28.30925
26,2020_11,2020,100.770333,31.824416,41.940062,28.6095
99,2020_11,2020,99.7402,31.3876,41.516142,27.913571
20,2020_11,2020,99.511083,31.406166,40.580937,27.150687
8,2020_11,2020,100.406375,31.98575,40.2867,27.9587
63,2020_11,2020,98.0425,31.415666,41.851111,27.503777
6,2020_11,2020,100.361166,32.151666,41.249333,28.059333
7,2020_11,2020,102.276166,33.047666,41.25725,28.115875
27,2020_11,2020,101.1005,31.9865,42.3594,27.1177
44,2020_12,2020,85.6612,24.905375,33.603142,28.56285
77,2020_12,2020,86.079181,25.0535,33.934823,27.925562
33,2020_12,2020,86.77647,25.364833,33.902478,28.211863
16,2020_12,2020,90.51,26.329444,35.428043,29.316545
11,2020_12,2020,87.285,25.0775,32.876523,29.9484
23,2020_12,2020,89.038863,25.564434,34.014896,29.403857
55,2020_12,2020,86.97621,23.922947,32.408958,30.340708
4,2020_12,2020,85.389263,23.926052,33.015666,28.465291
10,2020_12,2020,87.27195,25.384476,33.81273,29.10492
3,2020_12,2020,90.493153,25.689461,34.482352,29.820647
31,2020_12,2020,87.305,24.840928,33.624,29.800611
18,2020_12,2020,88.081444,24.559222,33.42909,29.89359
26,2020_12,2020,86.475444,24.797277,33.057636,29.607681
63,2020_12,2020,91.265307,25.654615,35.404176,30.336235
5,2020_12,2020,89.28725,25.570125,34.05885,30.1528
7,2020_12,2020,85.8502,24.4292,33.207333,29.858249999999998
99,2020_12,2020,87.8799,24.5622,33.538833,31.202166
8,2020_12,2020,87.6373,24.7709,33.1785,31.462583
20,2020_12,2020,90.231125,25.756625,35.6253,31.2618
6,2020_12,2020,90.028444,25.982222,34.791545,29.340909
77,2020_13,2020,86.360733,27.029812,29.157727,32.536238
44,2020_13,2020,84.545733,26.685812,29.486409,30.625142
33,2020_13,2020,87.8091,28.693636,30.054687,31.387533
10,2020_13,2020,88.154538,28.079785,31.283526,30.300777
3,2020_13,2020,85.060818,26.758083,29.397555,30.647647
23,2020_13,2020,89.120071,28.2734,31.245904,31.63455
16,2020_13,2020,88.446071,28.5936,31.16725,30.937736
26,2020_13,2020,86.0606,27.243687,29.938571,30.6209
4,2020_13,2020,86.839181,27.340833,30.21,31.380937
55,2020_13,2020,87.369916,27.317923,30.755631,31.196111
11,2020_13,2020,89.04525,26.878833,30.556062,32.65275
31,2020_13,2020,87.7089,27.4367,29.486714,31.462928
63,2020_13,2020,90.095785,28.244142,30.939222,31.632833
5,2020_13,2020,88.816937,28.359125,30.6422,30.15565
18,2020_13,2020,87.039833,27.097583,29.936125,31.370062
8,2020_13,2020,89.870125,27.074125,31.2674,32.3554
20,2020_13,2020,87.797555,28.364555,29.921272,29.853636
7,2020_13,2020,89.749875,28.7265,30.9131,31.4383
6,2020_13,2020,89.2849,28.1697,31.281916,31.776666
99,2020_13,2020,88.585333,27.301333,29.77025,31.844375
18,2020_14,2020,121.196062,47.467882,43.846909,34.396809
33,2020_14,2020,119.357684,45.78,42.73304,32.452875
11,2020_14,2020,121.78175,44.350875,44.711428,33.81875
23,2020_14,2020,118.725411,47.226904,43.5075,32.51526
3,2020_14,2020,120.368944,45.21535,44.429041,33.181625
44,2020_14,2020,121.974562,46.996555,44.525217,34.300045
31,2020_14,2020,122.856555,46.775761,44.92592,33.940791
7,2020_14,2020,120.540157,46.201952,44.14724,32.56296
77,2020_14,2020,124.042866,47.296823,45.122545,35.773863
99,2020_14,2020,123.768222,47.4636,46.01236,32.596166
4,2020_14,2020,126.156076,48.847714,46.384111,34.05275
5,2020_14,2020,124.017,48.590857,45.57847,34.3885
55,2020_14,2020,127.011636,52.141846,46.829437,34.883562
16,2020_14,2020,125.778166,50.166071,46.716235,34.581187
10,2020_14,2020,127.191,51.250692,45.927625,35.7138
20,2020_14,2020,136.949,51.9492,49.516125,35.803375
26,2020_14,2020,138.004666,56.1102,49.508285,36.581666
63,2020_14,2020,134.6108,49.5964,50.061375,35.612625
8,2020_14,2020,135.4035,54.80675,50.1046,35.5036
6,2020_14,2020,141.611,55.3605,54.6485,38.6325
44,2020_15,2020,101.235777,31.490444,50.1418,28.491
77,2020_15,2020,101.246888,31.136,50.4108,32.1898
33,2020_15,2020,99.24225,39.0666,47.8354,28.751928
23,2020_15,2020,103.0332,32.112454,47.883777,31.424312
11,2020_15,2020,101.41909,31.324615,48.975789,29.112777
3,2020_15,2020,100.747444,31.804272,49.098823,30.089466
31,2020_15,2020,100.613428,32.8305,49.46,33.414916
10,2020_15,2020,100.715285,32.031555,48.89023,28.98725
4,2020_15,2020,100.962888,31.0959,47.792437,29.427
26,2020_15,2020,99.278333,31.402454,48.283764,28.5748
5,2020_15,2020,104.485333,32.213714,48.3877,33.5348
16,2020_15,2020,103.512333,31.858857,47.3305,33.912
18,2020_15,2020,101.261,30.598666,48.6406,32.3805
63,2020_15,2020,102.681857,32.006857,49.908909,29.801363
55,2020_15,2020,103.1365,32.074,51.47275,37.7755
99,2020_15,2020,100.7095,31.069,48.6535,29.295166
7,2020_15,2020,100.20775,31.501,47.629833,29.0395
20,2020_15,2020,103.24525,33.50125,50.665333,30.153666
8,2020_15,2020,103.38125,33.35775,49.992166,31.717166
6,2020_15,2020,104.141,33.26175,54.1995,28.654333
77,2020_16,2020,64.971882,21.586764,23.88275,20.256041
63,2020_16,2020,64.200222,21.930777,23.59376,20.50712
33,2020_16,2020,66.074833,22.308333,25.552,20.423176
16,2020_16,2020,65.254733,22.0594,23.820619,20.819714
11,2020_16,2020,66.033454,22.43875,25.990941,21.077187
26,2020_16,2020,64.063,21.57385,24.553038,20.25156
3,2020_16,2020,62.880777,21.7141,23.611133,20.196928
55,2020_16,2020,62.323916,20.885846,23.15535,20.359578
10,2020_16,2020,68.843285,23.309727,26.292928,20.897407
18,2020_16,2020,64.394583,22.505307,24.671473,20.483722
31,2020_16,2020,67.871555,22.812,26.085,21.260769
23,2020_16,2020,70.091666,23.598888,26.2075,22.394916
5,2020_16,2020,64.977833,21.73025,24.630058,20.841705
99,2020_16,2020,64.7812,21.7718,24.218428,20.703
4,2020_16,2020,65.210272,21.126636,25.842466,21.187066
20,2020_16,2020,62.088333,20.344,23.203111,20.378444000000002
6,2020_16,2020,66.00175,21.200875,24.084454,21.024363
89,2020_16,2020,62.999166,20.5325,22.147333,21.355888
7,2020_16,2020,71.971888,24.955888,26.112727,22.378818
51,2020_16,2020,66.770625,22.538625,24.403454,20.508818
33,2020_17,2020,111.907214,20.515357,49.276315,47.114263
77,2020_17,2020,110.03025,18.970666,48.362166,49.762944
44,2020_17,2020,109.770857,18.951928,47.42065,48.56165
4,2020_17,2020,112.120181,19.11709,51.036588,49.477941
23,2020_17,2020,112.4341,20.1249,49.141866,48.979133
55,2020_17,2020,112.609666,18.724333,49.852642,49.530785
26,2020_17,2020,108.668214,19.4455,47.43715,47.69945
18,2020_17,2020,108.246111,18.4281,48.758133,51.055142
16,2020_17,2020,110.952384,20.0425,50.09595,48.902578
10,2020_17,2020,111.5445,19.696785,47.281,50.00885
31,2020_17,2020,111.940625,19.16225,46.638583,51.863333
3,2020_17,2020,111.517333,19.35,46.850555,49.826666
5,2020_17,2020,111.73325,20.3675,48.868916,48.9405
99,2020_17,2020,109.843625,18.712125,48.77725,49.906083
11,2020_17,2020,113.8475,19.6315,52.80075,49.9015
7,2020_17,2020,111.24525,20.046,49.706166,52.538
20,2020_17,2020,107.197,18.537833,47.737555,47.847
63,2020_17,2020,115.479833,21.355833,49.26525,48.61475
51,2020_17,2020,107.598666,19.044,47.042222,48.065222
6,2020_17,2020,122.0368,20.125,51.779714,57.715428
33,2021_1,2021,101.981,32.1613,50.3558,30.905533
44,2021_1,2021,100.156833,31.523166,48.857944,30.644222
77,2021_1,2021,104.72609,32.124181,50.556705,30.811176
16,2021_1,2021,103.103333,33.6437,49.482533,30.555
10,2021_1,2021,101.318555,33.0392,48.012266,29.331714
3,2021_1,2021,102.819909,33.052416,52.528166,30.457411
4,2021_1,2021,103.04809,33.046416,49.8715,30.716529
55,2021_1,2021,101.697888,32.724818,52.323312,30.594937
14,2021_1,2021,104.771666,33.8972,55.563,31.413714
18,2021_1,2021,99.830222,31.1378,52.483333,32.479714
11,2021_1,2021,107.048571,34.938285,53.286454,31.174909
99,2021_1,2021,102.147875,31.23325,48.033916,31.25125
22,2021_1,2021,106.0805,32.9485,48.772222,31.039666
7,2021_1,2021,105.209875,32.692625,48.522583,32.122916
63,2021_1,2021,106.125,33.470857,50.732363,29.630545
31,2021_1,2021,103.8025,32.42775,51.553333,34.888166
6,2021_1,2021,104.9806,33.1634,50.72325,32.14925
5,2021_1,2021,105.5855,32.257,55.570333,35.440833
47,2021_1,2021,102.7465,31.639499999999998,52.362,29.640333
9,2021_1,2021,105.664333,39.3525,53.526428,33.131428
44,2021_2,2021,84.282928,26.282533,29.309545,31.567523
11,2021_2,2021,84.645727,27.83625,29.895058,30.011562
33,2021_2,2021,84.048153,27.858428,29.118,30.734
16,2021_2,2021,87.301363,28.065923,31.1455,31.982941
10,2021_2,2021,85.228384,27.209466,29.47995,31.779578
3,2021_2,2021,86.597166,26.517142,30.532714,32.120684
4,2021_2,2021,85.18675,26.8237,30.340928,31.014769
77,2021_2,2021,85.352923,26.02,29.316666,33.6119
31,2021_2,2021,85.614909,26.311,29.6525,32.902444
18,2021_2,2021,85.584583,26.205769,29.248368,32.239666
55,2021_2,2021,90.0913,28.12,31.421266,31.591133
63,2021_2,2021,88.5878,27.6622,30.6328,32.401733
5,2021_2,2021,85.7345,26.482333,30.011642,32.898769
6,2021_2,2021,87.8449,27.2532,29.609285,31.893571
14,2021_2,2021,88.927,26.826999999999998,29.925,33.803538
7,2021_2,2021,86.0865,27.211,29.676666,33.774222
99,2021_2,2021,86.2846,26.9264,30.110125,36.265375
47,2021_2,2021,88.324,26.706222,30.2635,32.379363
9,2021_2,2021,93.06425,27.148888,31.450181,34.961909
22,2021_2,2021,,24.216,28.1,36.194
77,2021_3,2021,87.449375,25.236235,33.974652,28.975363
44,2021_3,2021,86.931764,25.107888,33.581583,28.89126
33,2021_3,2021,87.705142,26.295466,33.64995,28.850684
11,2021_3,2021,90.968062,26.635529,34.856272,30.075238
55,2021_3,2021,92.82347,26.698,36.075304,30.435727
31,2021_3,2021,86.801727,25.147166,33.70847,30.395437
4,2021_3,2021,88.778,25.204333,33.676708,29.286086
16,2021_3,2021,92.10959,26.451782,35.748413,30.266571
10,2021_3,2021,89.841789,25.7319,34.430692,29.6984
5,2021_3,2021,88.182933,25.408437,33.819363,30.089047
63,2021_3,2021,93.695181,26.529636,36.226066,31.078333
99,2021_3,2021,90.478066,25.523133,35.227683999999996,29.735315
14,2021_3,2021,91.20225,24.8745,34.786083,32.3785
22,2021_3,2021,93.568615,27.311384,36.575294,29.783647
7,2021_3,2021,91.106666,25.877333,35.785578,29.294736
3,2021_3,2021,89.534777,25.372777,34.488454,29.866181
18,2021_3,2021,92.562,26.095625,35.0495,30.9557
6,2021_3,2021,96.723,28.423,37.751333,31.563555
47,2021_3,2021,90.478,26.242111,34.745454,29.915454
9,2021_3,2021,90.120111,26.512555,34.330545,29.368909
44,2021_4,2021,89.92,25.086384,35.073842,33.191777
33,2021_4,2021,93.865888,27.2117,37.010285,35.179
77,2021_4,2021,92.3913,25.303363,36.693875,35.7102
16,2021_4,2021,88.995818,25.139083,36.1195,33.984823
31,2021_4,2021,89.245111,24.6595,36.116466,36.5555
55,2021_4,2021,89.070777,25.0077,35.836733,34.2545
3,2021_4,2021,89.247375,25.664222,36.938428,35.705769
11,2021_4,2021,98.723909,27.606166,39.045352,36.670625
4,2021_4,2021,91.0498,25.266818,36.538941,35.099812
14,2021_4,2021,89.9872,24.927272,36.718352,35.705187
18,2021_4,2021,89.027625,23.490375,35.629416,35.842332999999996
10,2021_4,2021,90.8635,25.012333,36.250777,34.211111
5,2021_4,2021,90.923625,24.31475,36.313583,35.73425
99,2021_4,2021,88.322,23.511625,35.774833,35.131166
63,2021_4,2021,94.177857,26.450571,37.746909,36.769454
22,2021_4,2021,103.4495,26.10025,36.494833,38.586666
7,2021_4,2021,92.35775,24.96575,35.054,35.325
47,2021_4,2021,87.318,23.323166,36.249222,35.299777
6,2021_4,2021,91.183166,24.778666,36.919444,35.691222
9,2021_4,2021,88.381,24.355333,37.199,34.685888
16,2021_5,2021,85.007181,23.160259,39.083074,22.429739
33,2021_5,2021,83.118333,21.402739,37.344272,23.701944
77,2021_5,2021,81.539043,20.893535,37.209296,23.318043
55,2021_5,2021,87.2642,22.23444,40.05512,24.1635
4,2021_5,2021,81.787789,22.337956,37.943173,21.898157
10,2021_5,2021,83.400518,21.883566,37.519172,23.869111
44,2021_5,2021,81.2912,20.889933,36.672366,24.00496
5,2021_5,2021,82.478238,22.064875,37.43426,22.387904
11,2021_5,2021,83.786523,22.435884,38.34472,23.658
99,2021_5,2021,85.038727,22.628571,39.148142,23.014863
31,2021_5,2021,82.749166,22.346181,37.777772,23.084833
3,2021_5,2021,84.507705,22.764428,37.986,24.492294
18,2021_5,2021,85.509562,22.7396,38.8415,23.902125
7,2021_5,2021,84.047294,24.00219,39.585142,21.782823
63,2021_5,2021,83.880238,22.365666,37.863166,24.242428
22,2021_5,2021,84.981818,22.743384,38.896615,24.118272
14,2021_5,2021,87.4082,22.316833,39.892166,24.3596
6,2021_5,2021,87.008461,23.037571,39.462642,25.530307
9,2021_5,2021,86.1709,23.953166,38.884166,24.331
47,2021_5,2021,,,,
16,2021_6,2021,115.157625,38.888,51.742733,28.715466
44,2021_6,2021,113.0614,38.703384,50.347058,28.291764
33,2021_6,2021,112.110777,39.0161,52.352562,27.850933
10,2021_6,2021,118.284555,42.583636,51.2368,27.820928
55,2021_6,2021,115.420714,39.389888,52.929571,28.596857
4,2021_6,2021,115.693777,39.108454,54.771882,29.143375
11,2021_6,2021,114.441571,38.89275,54.844357,29.320071
22,2021_6,2021,116.526555,40.943384,52.762,27.781733
14,2021_6,2021,115.266,39.939909,50.289166,29.151125
77,2021_6,2021,115.4835,39.881071,51.425176,28.113117
5,2021_6,2021,114.928285,39.069375,50.648461,28.47225
31,2021_6,2021,108.18975,38.854333,49.938,27.224625
3,2021_6,2021,120.059166,39.4535,54.908454,29.57009
7,2021_6,2021,120.4035,41.9939,49.830928,27.169166
63,2021_6,2021,117.700857,39.937444,50.2262,28.3747
6,2021_6,2021,122.28925,43.37325,53.6135,28.630166
47,2021_6,2021,117.4718,40.122571,51.198,28.02
9,2021_6,2021,113.856666,45.479666,53.619857,29.517714
18,2021_6,2021,,36.17,49.953,
99,2021_6,2021,,36.3615,57.409,26.6355
33,2021_7,2021,105.756625,28.797133,32.951133,53.5352
44,2021_7,2021,109.021083,29.318052,33.946526,53.115785
77,2021_7,2021,107.36625,29.074933,32.898,55.7406
11,2021_7,2021,108.729125,29.463666,34.290066,55.0633
55,2021_7,2021,98.907857,33.523842,38.128421,55.141666
10,2021_7,2021,108.3139,32.373285,36.049571,53.542066
16,2021_7,2021,105.027625,36.374789,36.438473,54.013384
4,2021_7,2021,99.730857,31.645,37.303277,54.169
14,2021_7,2021,111.91275,31.101625,36.225062,57.082
3,2021_7,2021,115.996083,31.879666,34.79165,54.846071
31,2021_7,2021,91.879,34.6774,36.683,62.883
5,2021_7,2021,112.498333,31.32,34.299666,55.519142
99,2021_7,2021,106.56925,32.967307,34.473769,61.083875
63,2021_7,2021,123.11175,30.492538,33.270666,57.0945
47,2021_7,2021,119.713,32.236428,36.926,66.18675
6,2021_7,2021,93.062,34.2565,36.1365,69.21925
7,2021_7,2021,93.354,35.366285,39.2665,64.11325
9,2021_7,2021,120.886,31.754714,37.096166,68.80925
18,2021_7,2021,122.467,33.996833,38.3445,65.54075
22,2021_7,2021,,46.836,44.513,74.781
33,2021_8,2021,78.966857,18.745928,36.881578,28.055473
77,2021_8,2021,76.290937,18.247937,33.543045,24.78609
44,2021_8,2021,78.998666,23.730578,34.218958,25.005666
4,2021_8,2021,77.472818,18.76,37.192176,29.87325
11,2021_8,2021,82.072357,19.129733,37.894761,32.74495
10,2021_8,2021,80.737083,19.495307,38.801777,28.979882
16,2021_8,2021,78.921571,19.276466,37.749238,29.2014
22,2021_8,2021,79.882428,19.7706,38.263285,28.4384
14,2021_8,2021,76.073818,18.875416,37.099944,30.078352
18,2021_8,2021,80.868692,18.393,34.799352,30.59647
63,2021_8,2021,80.7854,18.0627,35.822357,29.766071
55,2021_8,2021,87.124,21.036909,38.462133,31.9542
3,2021_8,2021,85.1946,19.5149,37.922714,35.136
5,2021_8,2021,81.100636,19.505636,37.254866,30.662066
99,2021_8,2021,87.613538,20.469923,37.896647,31.906705
6,2021_8,2021,76.817166,18.721833,37.467111,26.836777
31,2021_8,2021,82.88875,18.44775,36.9875,35.954
7,2021_8,2021,96.169166,21.805333,40.611625,35.791
47,2021_8,2021,82.7158,17.5728,38.482125,31.31575
9,2021_8,2021,77.295333,19.0965,37.133333,28.691
33,2021_9,2021,79.1675,18.4865,36.026266,27.785533
4,2021_9,2021,83.786692,19.584692,36.764944,29.882611
11,2021_9,2021,80.81175,19.5945,37.077347,28.56113
44,2021_9,2021,75.528272,18.191833,34.381222,26.668941
77,2021_9,2021,74.893416,17.90823,35.025,28.6905
10,2021_9,2021,77.812285,19.547333,36.069238,27.42405
22,2021_9,2021,79.002928,18.8942,37.088571,28.1924
5,2021_9,2021,79.811769,19.286357,36.09565,31.002684
63,2021_9,2021,78.024666,18.5135,35.013466,30.102285
18,2021_9,2021,77.760571,18.394133,34.202095,29.16935
55,2021_9,2021,85.160454,20.415454,38.240266,30.389533
16,2021_9,2021,81.713363,20.201726999999998,38.8906,28.213
3,2021_9,2021,79.463636,19.170545,36.1616,30.513933
14,2021_9,2021,77.234166,20.246833,37.011333,29.626111
99,2021_9,2021,80.924636,19.690818,37.225733,27.492066
7,2021_9,2021,83.73,20.842,37.718333,28.473444
31,2021_9,2021,74.271,18.217,34.374666,25.994833
6,2021_9,2021,71.882333,18.573,37.132,28.5506
47,2021_9,2021,73.300333,17.505666,36.679333,26.853222
9,2021_9,2021,80.548,18.210666,35.997666,29.535444
