Driver,Team,session_id,season,Avg_Speed,Max_Speed,Avg_Throttle,Max_Throttle,Avg_RPM,DRS_Activations,GearChanges,Quali_Position
55,McLaren,2019_3,2019,49.59226587342292,322.0,53.69278900400041,104.0,2946.421273976818,117072,9,14.0
4,McLaren,2019_3,2019,49.531644271207306,323.0,53.95543132628987,104.0,2966.5934967688995,118414,9,15.0
18,Racing Point,2019_3,2019,24.784080418504463,322.0,62.493896809929225,104.0,1684.911272951072,115454,9,16.0
63,Williams,2019_3,2019,37.16770950866755,323.0,64.85249769207098,104.0,2370.927018155708,64078,9,17.0
88,Williams,2019_3,2019,37.14304031182685,317.0,65.49476869422504,104.0,2423.2143296748386,59754,9,18.0
23,Toro Rosso,2019_3,2019,0.0,0.0,0.0,0.0,0.0,0,1,
99,Alfa Romeo Racing,2019_3,2019,8.304031182685403,306.0,70.79787670530311,104.0,652.0230792901837,119468,9,
77,Mercedes,2019_4,2019,54.68781250958618,333.0,82.50219331881345,104.0,3130.5666738243503,269037,9,1.0
44,Mercedes,2019_4,2019,57.90432221847296,332.0,81.72747630295407,104.0,3217.3847357280897,276153,88,2.0
5,Ferrari,2019_4,2019,62.77839811037149,338.0,71.76125034510261,104.0,3754.5532071535936,258416,9,3.0
33,Red Bull Racing,2019_4,2019,41.52492407742569,333.0,72.99825148010675,104.0,2516.4360869965335,281691,9,4.0
11,Racing Point,2019_4,2019,46.31951900365042,350.0,75.32749470842664,104.0,2637.7671707721097,240547,9,5.0
26,Toro Rosso,2019_4,2019,62.51154943403172,339.0,69.87772631062303,104.0,3556.5201693303475,250196,9,6.0
4,McLaren,2019_4,2019,62.58007914353201,332.0,70.05938832479524,104.0,3608.167305745575,244706,9,7.0
99,Alfa Romeo Racing,2019_4,2019,57.24365778091352,346.0,70.05564587870794,104.0,3273.173011442069,253954,9,8.0
16,Ferrari,2019_4,2019,28.491610172091168,336.0,92.63118500567502,104.0,1986.750851253106,281596,9,9.0
55,McLaren,2019_4,2019,46.29007024755361,331.0,88.79290775790669,104.0,2547.089143838768,278404,9,10.0
3,Renault,2019_4,2019,40.883953495506,338.0,70.42660817816497,104.0,2330.771741464462,273564,9,11.0
23,Toro Rosso,2019_4,2019,49.056995613362375,342.0,75.166385471947,104.0,2795.081996380257,248999,9,12.0
20,Haas F1 Team,2019_4,2019,43.6847756066137,340.0,85.20169330347557,104.0,2827.740758918985,274863,9,13.0
18,Racing Point,2019_4,2019,21.749532194239087,335.0,82.12423693978343,104.0,1594.121660173625,255133,9,14.0
8,Haas F1 Team,2019_4,2019,27.260314733580785,348.0,92.21203104389706,104.0,1565.3172796711556,274012,9,15.0
27,Renault,2019_4,2019,21.74094297371085,335.0,82.53016963710543,104.0,1204.4850455535443,280919,51,16.0
63,Williams,2019_4,2019,24.471210773336605,333.0,92.7571091137765,104.0,1952.2469707659743,131493,9,17.0
88,Williams,2019_4,2019,20.21411699745391,333.0,73.46863400717814,104.0,1134.7918647811282,130802,9,18.0
7,Alfa Romeo Racing,2019_4,2019,57.229117457590725,345.0,69.31792386269518,104.0,3292.329549986196,253846,9,19.0
10,Red Bull Racing,2019_4,2019,13.617258198104237,342.0,84.74183257155127,104.0,886.7019233718826,279753,9,20.0
77,Mercedes,2019_5,2019,65.04403460601979,322.0,71.60923172563851,104.0,3858.5722426565817,157050,9,1.0
44,Mercedes,2019_5,2019,61.03538310107237,322.0,76.21001916800498,104.0,3496.6356524892503,156762,9,2.0
5,Ferrari,2019_5,2019,60.77723669895871,327.0,62.58172304823084,104.0,3618.6095943635705,140152,9,3.0
33,Red Bull Racing,2019_5,2019,42.872714085893385,319.0,62.70615966430088,104.0,2681.764958814692,156606,9,4.0
16,Ferrari,2019_5,2019,67.76174687872351,327.0,68.37465678910014,104.0,4248.080971869657,148032,9,5.0
10,Red Bull Racing,2019_5,2019,60.70481272341087,320.0,67.53162720820598,104.0,3591.788271253173,157512,9,6.0
8,Haas F1 Team,2019_5,2019,57.109309433766775,322.0,68.94575972646739,104.0,3596.7593120240376,149192,9,7.0
20,Haas F1 Team,2019_5,2019,53.63736206807232,322.0,68.45018908977879,104.0,3715.386313008341,149934,9,8.0
26,Toro Rosso,2019_5,2019,71.1550536186085,325.0,71.70569341553126,104.0,4193.744288452572,155826,9,9.0
3,Renault,2019_5,2019,67.67834015438015,326.0,35.6782883489613,104.0,4046.2989172667462,126760,9,10.0
4,McLaren,2019_5,2019,49.66487074547998,324.0,55.8448427705538,104.0,2937.0324301921983,118088,9,11.0
23,Toro Rosso,2019_5,2019,49.69445163964151,324.0,58.088690877065744,104.0,2927.193855877325,117672,9,12.0
55,McLaren,2019_5,2019,42.57058488317878,326.0,84.37823136300057,104.0,2451.5657151738073,156224,9,13.0
7,Alfa Romeo Racing,2019_5,2019,49.72372170128995,326.0,55.84416930010879,104.0,3008.5802206910844,121376,9,14.0
11,Racing Point,2019_5,2019,42.43159094441278,326.0,57.55032896440968,104.0,2439.14780085997,111734,9,15.0
27,Renault,2019_5,2019,24.868051598197173,321.0,58.040511837538205,104.0,1430.0161114852613,86373,43,16.0
18,Racing Point,2019_5,2019,31.903849142620317,326.0,66.27980106719163,104.0,1986.177174532456,123296,9,17.0
99,Alfa Romeo Racing,2019_5,2019,28.29622338496607,323.0,67.28415272237476,104.0,1721.5415220432058,120248,9,18.0
63,Williams,2019_5,2019,28.413562658654097,320.0,67.11039734756255,104.0,1929.653577164171,98985,9,19.0
88,Williams,2019_5,2019,31.901362482515673,317.0,67.87188519919184,104.0,2059.757447028959,80070,9,20.0
44,Mercedes,2019_6,2019,71.31602319628024,291.0,44.21461783605872,104.0,4673.274802779374,125764,8,1.0
77,Mercedes,2019_6,2019,69.2272608536649,292.0,62.07982864009195,104.0,4701.434878010553,155108,9,2.0
33,Red Bull Racing,2019_6,2019,48.3722898490152,292.0,58.113107988088395,104.0,3415.4995559270674,154464,9,3.0
5,Ferrari,2019_6,2019,68.76202915208192,298.0,50.86777075387911,104.0,4552.180711561569,139466,9,4.0
10,Red Bull Racing,2019_6,2019,61.16817303171203,291.0,48.81646726921269,104.0,4343.0140013583405,148870,9,5.0
20,Haas F1 Team,2019_6,2019,61.12925134527977,294.0,59.04435504937046,104.0,4351.60393918813,148598,9,6.0
3,Renault,2019_6,2019,63.798495376417115,295.0,35.91296170524006,104.0,4359.637949950368,131082,8,7.0
26,Toro Rosso,2019_6,2019,76.27307873151872,292.0,58.60038660467061,104.0,5293.390627448932,153252,8,8.0
55,McLaren,2019_6,2019,76.47458335510161,296.0,41.168695470456086,104.0,5063.781986312105,125716,9,9.0
23,Toro Rosso,2019_6,2019,78.99211117496473,294.0,40.784389530327566,104.0,5472.558852724518,126570,9,10.0
27,Renault,2019_6,2019,51.03212998275952,293.0,45.61569405987148,104.0,3416.7677759782664,136340,8,11.0
4,McLaren,2019_6,2019,56.07925395747348,296.0,53.2426727966146,104.0,3817.9596677289583,126480,9,12.0
8,Haas F1 Team,2019_6,2019,53.67373700433624,294.0,63.25359176636539,104.0,4315.797137035683,147838,9,13.0
7,Alfa Romeo Racing,2019_6,2019,53.60937255106839,298.0,50.22506661093987,104.0,3704.132751684865,128170,8,14.0
99,Alfa Romeo Racing,2019_6,2019,56.1195339846403,298.0,49.932500914267806,104.0,3970.898072201034,128420,8,15.0
16,Ferrari,2019_6,2019,20.423750065304844,296.0,84.17371088239904,104.0,1686.1016143357192,149880,9,16.0
11,Racing Point,2019_6,2019,28.22344705083329,297.0,75.89384044720757,104.0,2151.6012747505356,145994,8,17.0
18,Racing Point,2019_6,2019,28.084478344914057,297.0,65.27151141528655,104.0,2001.9272765268272,123478,8,18.0
63,Williams,2019_6,2019,33.127893004545214,290.0,87.09163575570764,104.0,2604.5021158769136,97926,8,19.0
88,Williams,2019_6,2019,33.114205109450914,290.0,63.45948487539836,104.0,2444.631837417063,56874,8,20.0
5,Ferrari,2019_7,2019,60.54083989052344,338.0,67.74397023605884,104.0,3634.051787547041,180059,9,1.0
44,Mercedes,2019_7,2019,57.75679952104003,330.0,58.59763085870681,104.0,3147.983236400958,156992,9,2.0
16,Ferrari,2019_7,2019,60.508852206637016,333.0,78.95573896681492,104.0,3664.6743499828945,198114,9,3.0
3,Renault,2019_7,2019,54.77664214847759,335.0,40.33086725966473,104.0,3304.216601094766,161313,9,4.0
10,Red Bull Racing,2019_7,2019,46.54404721176873,327.0,69.06996236743072,104.0,2593.432389668149,191406,9,5.0
77,Mercedes,2019_7,2019,53.007056106739654,332.0,77.38278309955525,104.0,3171.0449880260007,195374,9,6.0
27,Renault,2019_7,2019,57.551188847074926,332.0,28.264240506329113,104.0,3259.0925419089976,177645,9,7.0
4,McLaren,2019_7,2019,54.73426274375642,331.0,61.59164385904892,104.0,3148.928540882655,165146,9,8.0
55,McLaren,2019_7,2019,52.13047382825864,333.0,58.41216216216216,104.0,2897.5064146424907,159396,9,9.0
20,Haas F1 Team,2019_7,2019,41.190087239137874,330.0,72.48451932945603,104.0,2631.2961854259324,185972,9,10.0
33,Red Bull Racing,2019_7,2019,32.96407800205269,331.0,78.45124871707151,104.0,1967.3526770441329,199798,9,11.0
26,Toro Rosso,2019_7,2019,46.66806363325351,330.0,83.78626411221347,104.0,2698.3238539172085,199573,9,12.0
99,Alfa Romeo Racing,2019_7,2019,43.96373588778652,334.0,66.8195774888813,104.0,2545.154122476907,168614,9,13.0
23,Toro Rosso,2019_7,2019,43.884536435169345,331.0,68.57924221690044,104.0,2518.2239137872048,165674,9,14.0
8,Haas F1 Team,2019_7,2019,41.26402668491277,331.0,80.3323640095792,104.0,2652.564745124872,196410,9,15.0
11,Racing Point,2019_7,2019,16.483706808073897,335.0,69.98340745809101,104.0,1285.9018132056108,147923,9,16.0
7,Alfa Romeo Racing,2019_7,2019,27.468140608963395,333.0,75.12025316455696,104.0,1551.9191327403353,157462,9,17.0
18,Racing Point,2019_7,2019,24.624615121450564,332.0,88.70060725282244,104.0,1848.009621963736,192700,9,18.0
63,Williams,2019_7,2019,27.409639069449195,331.0,73.497947314403,104.0,1762.5312606910709,59678,9,19.0
88,Williams,2019_7,2019,27.375470407115976,329.0,73.9425248032843,104.0,1811.9328173109816,77598,9,20.0
44,Mercedes,2019_8,2019,89.30087261837146,340.0,70.00759023080498,104.0,4680.392833169825,158596,9,1.0
77,Mercedes,2019_8,2019,85.67026385088036,340.0,72.27624309392266,104.0,4585.467392988073,159120,9,2.0
16,Ferrari,2019_8,2019,84.309908607425,341.0,70.4246914855166,104.0,4769.401146279754,158244,9,3.0
33,Red Bull Racing,2019_8,2019,83.94196313316466,336.0,48.60313936076832,104.0,4615.726700056797,143432,9,4.0
4,McLaren,2019_8,2019,92.64155522280168,338.0,50.734496824495274,104.0,5202.050446636031,132202,9,5.0
55,McLaren,2019_8,2019,92.81308411214954,338.0,47.21939381422006,104.0,5029.289306552383,129322,9,6.0
5,Ferrari,2019_8,2019,84.18562503227139,343.0,54.22047813290649,104.0,4530.694015593535,138412,9,7.0
3,Renault,2019_8,2019,88.31584654308875,343.0,34.01115299220323,104.0,5133.222285330718,134336,9,8.0
10,Red Bull Racing,2019_8,2019,83.93401146279754,334.0,42.43997521557288,104.0,4803.141632674136,147980,9,9.0
99,Alfa Romeo Racing,2019_8,2019,75.26188877988331,344.0,51.774823152785665,104.0,4218.797438942531,127500,9,10.0
23,Toro Rosso,2019_8,2019,61.8629627717251,342.0,60.88738575928125,104.0,3518.164816440337,129370,9,11.0
7,Alfa Romeo Racing,2019_8,2019,62.08591934734342,345.0,59.946352042133526,104.0,3397.0353178086434,130500,9,12.0
27,Renault,2019_8,2019,66.42970000516343,341.0,47.30231837662002,104.0,3577.339030309289,139260,9,13.0
11,Racing Point,2019_8,2019,66.32080342851242,342.0,59.26741364176176,104.0,3655.297877833428,129614,9,14.0
20,Haas F1 Team,2019_8,2019,75.4034181855734,339.0,67.4862911137502,104.0,4505.263850880364,150882,9,15.0
26,Toro Rosso,2019_8,2019,26.491609438735995,332.0,74.37254092012185,104.0,1558.352971549543,128438,9,16.0
8,Haas F1 Team,2019_8,2019,39.941704962048846,333.0,79.94852067950637,104.0,2497.9735632777406,149688,9,17.0
18,Racing Point,2019_8,2019,39.81762792378789,338.0,66.08529973666546,104.0,2318.74012495482,127692,9,18.0
63,Williams,2019_8,2019,35.27448753033511,334.0,69.50828729281768,104.0,2070.946920018588,71983,9,19.0
88,Williams,2019_8,2019,35.35668921361078,336.0,70.44018175246553,104.0,2027.6186296277172,77452,9,20.0
16,Ferrari,2019_9,2019,59.649301661739216,332.0,71.84131919665613,104.0,3751.050769701295,159222,9,1.0
44,Mercedes,2019_9,2019,86.23667040473035,327.0,72.2962075644816,104.0,4561.0198287287185,162912,9,2.0
33,Red Bull Racing,2019_9,2019,56.118003873993274,327.0,59.262412070547455,104.0,3091.7363135895607,152390,9,3.0
77,Mercedes,2019_9,2019,83.47874401060251,325.0,62.347385054541746,104.0,4614.981292690386,155752,9,4.0
20,Haas F1 Team,2019_9,2019,66.22397797940667,323.0,62.51610765623407,104.0,4281.990875726374,151524,9,5.0
4,McLaren,2019_9,2019,62.638291365072895,331.0,78.76281985931287,104.0,3433.578040574982,162860,9,6.0
7,Alfa Romeo Racing,2019_9,2019,76.26042410031603,331.0,53.4855234988276,104.0,4214.067590987868,133568,9,7.0
99,Alfa Romeo Racing,2019_9,2019,72.79009073300031,329.0,53.25420532164339,104.0,4074.480528086451,133236,9,8.0
10,Red Bull Racing,2019_9,2019,59.56815169742074,323.0,53.02885105515343,104.0,3240.8049240493424,160458,9,9.0
5,Ferrari,2019_9,2019,29.876032215312467,328.0,86.41288612498725,104.0,1858.295799775716,159144,9,10.0
8,Haas F1 Team,2019_9,2019,59.847079212967685,320.0,73.95891528188399,104.0,3503.327913140993,155620,9,11.0
27,Renault,2019_9,2019,39.739372005301256,331.0,53.82485472525232,104.0,2230.083239881741,160216,9,12.0
23,Toro Rosso,2019_9,2019,49.63910694260373,328.0,61.08752166377816,104.0,2748.428738913243,124136,9,13.0
3,Renault,2019_9,2019,39.68116015903762,325.0,62.90228361708635,104.0,2398.664287898868,159254,9,14.0
55,McLaren,2019_9,2019,39.67489040676929,329.0,64.46421653583444,104.0,2104.755683555918,123052,9,15.0
11,Racing Point,2019_9,2019,26.547660311958406,327.0,90.35120807421757,104.0,1924.1657151595473,158576,9,16.0
18,Racing Point,2019_9,2019,29.81491487409522,327.0,89.31588337241308,104.0,1930.8920888979508,159088,9,17.0
26,Toro Rosso,2019_9,2019,26.4916403303089,323.0,90.92873891324294,104.0,1438.0290039759404,157716,9,18.0
63,Williams,2019_9,2019,39.76490977673565,330.0,68.12055255377715,104.0,2242.253440717708,78148,9,19.0
88,Williams,2019_9,2019,36.34804771128555,325.0,71.43541645427669,104.0,1957.5204404118667,65292,9,20.0
77,Mercedes,2019_10,2019,89.97606767072416,330.0,67.970858262843,104.0,4632.576954817413,151794,9,1.0
44,Mercedes,2019_10,2019,72.12028058592944,330.0,80.01072828553744,104.0,3690.2336496802145,158440,9,2.0
16,Ferrari,2019_10,2019,75.43820920156799,334.0,76.48777594388281,104.0,4252.585877862595,153960,9,3.0
33,Red Bull Racing,2019_10,2019,93.239116979575,331.0,37.83623891066639,104.0,4733.259129358366,127340,9,4.0
10,Red Bull Racing,2019_10,2019,93.32473695069116,330.0,53.88322673818857,104.0,4839.52176604085,152502,9,5.0
5,Ferrari,2019_10,2019,84.45332164225294,333.0,65.98880750979987,104.0,4642.491489581184,149152,9,6.0
3,Renault,2019_10,2019,93.24793686816588,339.0,47.56452444811224,104.0,4820.583453682691,146688,9,7.0
4,McLaren,2019_10,2019,93.08990096967196,333.0,56.77382917268413,104.0,4645.157984320198,130330,9,8.0
23,Toro Rosso,2019_10,2019,106.53569218073036,333.0,53.44083969465649,104.0,5542.670156798019,131208,9,9.0
27,Renault,2019_10,2019,93.2648545492057,338.0,45.29770992366412,104.0,4580.302867753249,151092,9,10.0
99,Alfa Romeo Racing,2019_10,2019,80.37657313802352,336.0,62.234939137610894,104.0,4085.124664741077,130304,9,11.0
7,Alfa Romeo Racing,2019_10,2019,80.1719104600784,334.0,60.033990096967194,104.0,4096.957860532288,130090,9,12.0
55,McLaren,2019_10,2019,66.71265731380235,331.0,64.00128945739633,104.0,3322.8134413038993,126648,9,13.0
8,Haas F1 Team,2019_10,2019,75.79838044151022,330.0,73.74293377346812,104.0,4171.448524860739,151796,9,14.0
11,Racing Point,2019_10,2019,62.21317309676088,331.0,61.69898906540128,104.0,3235.3908603259747,122150,9,15.0
20,Haas F1 Team,2019_10,2019,40.161388487724366,328.0,84.36414276872293,104.0,2471.542500515783,149872,9,16.0
26,Toro Rosso,2019_10,2019,44.560810810810814,334.0,67.83515576645348,104.0,2298.393645553951,127600,9,17.0
18,Racing Point,2019_10,2019,39.999071590674646,334.0,89.288271095523,104.0,2242.54776150196,156126,9,18.0
63,Williams,2019_10,2019,40.10996492675882,330.0,80.98364968021457,104.0,2349.0703012172476,73305,9,19.0
88,Williams,2019_10,2019,44.62925520940788,331.0,86.73442335465236,104.0,2653.255622034248,95575,9,20.0
44,Mercedes,2019_11,2019,66.59949178032464,326.0,46.39127729087797,104.0,3770.876367785096,113330,9,1.0
33,Red Bull Racing,2019_11,2019,59.511538660996735,329.0,44.95638645438988,104.0,3784.23129181144,146850,9,2.0
77,Mercedes,2019_11,2019,67.68070321008142,329.0,68.66421200020744,104.0,4013.463568946741,155094,9,3.0
10,Red Bull Racing,2019_11,2019,52.55987138930664,330.0,36.72924337499352,104.0,3166.311777213089,122106,9,4.0
7,Alfa Romeo Racing,2019_11,2019,62.99642171861225,334.0,50.42529689363688,104.0,3723.9912358035576,125386,9,5.0
8,Haas F1 Team,2019_11,2019,70.16911268993414,331.0,60.737177825027224,104.0,4245.6215837784575,145776,9,6.0
55,McLaren,2019_11,2019,73.40647202198828,329.0,51.811284551159055,104.0,4113.264948400145,125210,9,7.0
11,Racing Point,2019_11,2019,53.100503033760305,332.0,73.61561997614479,104.0,3254.389980812114,154874,9,8.0
27,Renault,2019_11,2019,52.4842088886584,333.0,32.458642327438675,104.0,3118.1239433698074,150484,9,9.0
16,Ferrari,2019_11,2019,32.013172224238964,331.0,82.27117149821086,104.0,2283.5873048799463,144540,9,10.0
99,Alfa Romeo Racing,2019_11,2019,52.6343411294923,336.0,55.90525333195042,104.0,3156.890888347249,124654,9,11.0
20,Haas F1 Team,2019_11,2019,38.59352797801172,333.0,75.9084167401338,104.0,2720.3238085360163,147306,9,12.0
3,Renault,2019_11,2019,42.0647202198828,331.0,64.75029819011564,104.0,2611.818700409687,155220,9,13.0
26,Toro Rosso,2019_11,2019,52.58455634496707,331.0,73.97681895970544,104.0,3181.3462116890523,152592,9,14.0
18,Racing Point,2019_11,2019,52.64289788933257,334.0,59.00705284447441,104.0,3070.578385106052,125622,9,15.0
4,McLaren,2019_11,2019,31.53591246175388,330.0,68.25322823212156,104.0,1773.6140642016285,122478,9,16.0
23,Toro Rosso,2019_11,2019,31.57107296582482,343.0,65.98993932479387,104.0,1930.3748379401543,121838,9,17.0
63,Williams,2019_11,2019,38.60716693460561,333.0,67.036871856039,104.0,2358.731214022714,67877,9,18.0
88,Williams,2019_11,2019,38.57838510605196,332.0,66.57169527563138,104.0,2350.7479126691906,66484,9,19.0
5,Ferrari,2019_11,2019,3.503811647565213,228.0,90.9424363428927,104.0,492.7000466732355,143920,9,20.0
33,Red Bull Racing,2019_12,2019,49.9071682190089,317.0,63.16317604075542,104.0,3218.9011989914065,158510,9,1.0
77,Mercedes,2019_12,2019,60.81922502958884,323.0,71.23789430350435,104.0,3710.3244995626,157365,9,2.0
44,Mercedes,2019_12,2019,71.07235115525138,323.0,65.538362579118,104.0,4317.094478464468,152114,9,3.0
16,Ferrari,2019_12,2019,56.4970925744867,327.0,73.95425307466681,104.0,3850.6127720887152,154612,9,4.0
5,Ferrari,2019_12,2019,59.9521947203211,327.0,59.82766428240622,104.0,3676.963001080636,139768,9,5.0
10,Red Bull Racing,2019_12,2019,63.264498533422525,318.0,38.24494416713837,104.0,3920.6106622755105,125850,9,6.0
4,McLaren,2019_12,2019,59.68738743374672,325.0,47.883394226316064,104.0,3656.6657747131167,118496,9,7.0
55,McLaren,2019_12,2019,66.42453558380075,320.0,48.49405650182679,104.0,3898.163330417331,120816,9,8.0
8,Haas F1 Team,2019_12,2019,69.92034168682139,324.0,64.55266814182062,104.0,4457.978490197087,158115,9,9.0
7,Alfa Romeo Racing,2019_12,2019,66.46004219626408,326.0,47.331086296505944,104.0,4021.628364122884,123298,9,10.0
27,Renault,2019_12,2019,39.982915658930686,324.0,41.09838933772449,104.0,2395.7182627489324,124260,9,11.0
23,Toro Rosso,2019_12,2019,46.624659085061495,322.0,58.166675243143104,104.0,2902.421756805434,122460,9,12.0
26,Toro Rosso,2019_12,2019,46.55987238203057,323.0,70.48952812226625,104.0,3048.946328410436,147518,9,13.0
99,Alfa Romeo Racing,2019_12,2019,46.76730304121855,325.0,57.414501106365464,104.0,2935.94653424587,123026,9,14.0
20,Haas F1 Team,2019_12,2019,43.29815262697473,320.0,72.15628055369731,104.0,3149.2833839345444,163560,9,15.0
63,Williams,2019_12,2019,29.93696289816292,322.0,69.29635156692224,104.0,1829.9477692584776,63567,9,16.0
